YEAR,Rk,TEAM,GP,W,L,T,PTS,PTS%,GF,GA,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,PO,AvAge,OL,SOW,SOL
1995,15.0,Florida Panthers,48,20,22,6.0,46,0.479,115,127,-0.26,-0.01,2.4,2.65,29,222,13.06,32,191,83.25,1,6,15.9,17.9,1191,9.7,1366,0.907,6,NO,,,,
1995,16.0,Montreal Canadiens,48,18,23,7.0,43,0.448,125,148,-0.42,0.06,2.6,3.08,28,172,16.28,37,191,80.63,1,3,17.3,15.3,1376,9.1,1532,0.903,1,NO,,,,
1995,17.0,Hartford Whalers,48,19,24,5.0,43,0.448,127,141,-0.27,0.02,2.65,2.94,30,174,17.24,37,185,80.0,3,6,19.0,17.8,1428,8.9,1474,0.904,0,NO,,,,
1995,18.0,San Jose Sharks,48,19,25,4.0,42,0.438,129,161,-0.66,0.01,2.69,3.35,24,203,11.82,39,208,81.25,6,5,17.1,15.3,1152,11.2,1517,0.894,5,YES,,,,
1995,19.0,Dallas Stars,48,17,23,8.0,42,0.438,136,135,0.07,0.05,2.83,2.81,39,248,15.73,34,218,84.4,4,7,23.1,23.1,1520,8.9,1388,0.903,4,YES,,,,
1995,20.0,Los Angeles Kings,48,16,23,9.0,41,0.427,142,174,-0.65,0.02,2.96,3.63,35,200,17.5,42,221,81.0,5,8,20.0,17.9,1443,9.8,1668,0.896,0,NO,,,,
1995,21.0,Winnipeg Jets,48,16,25,7.0,39,0.406,157,177,-0.33,0.08,3.27,3.69,42,219,19.18,40,235,82.98,7,6,23.4,21.0,1428,11.0,1545,0.885,0,NO,,,,
1995,22.0,Edmonton Oilers,48,17,27,4.0,38,0.396,136,183,-0.92,0.06,2.83,3.81,42,259,16.22,52,233,77.68,8,8,24.4,27.7,1427,9.5,1469,0.875,2,NO,,,,
1995,23.0,Mighty Ducks of Anaheim,48,16,27,5.0,37,0.385,125,164,-0.77,0.05,2.6,3.42,23,202,11.39,47,193,75.65,4,8,15.0,16.1,1346,9.3,1586,0.897,2,NO,,,,
1995,24.0,Tampa Bay Lightning,48,17,28,3.0,37,0.385,120,144,-0.49,0.01,2.5,3.0,25,177,14.12,32,205,84.39,6,5,21.5,17.5,1280,9.4,1325,0.891,2,NO,,,,
1995,25.0,New York Islanders,48,15,28,5.0,35,0.365,126,158,-0.63,0.04,2.63,3.29,28,178,15.73,46,213,78.4,4,11,18.7,18.7,1357,9.3,1448,0.891,1,NO,,,,
1995,26.0,Ottawa Senators,48,9,34,5.0,23,0.24,117,174,-1.12,0.07,2.44,3.63,31,215,14.42,39,199,80.4,1,6,15.4,16.8,1247,9.4,1561,0.889,1,NO,,,,
1995,,League Average,48,21,21,6.0,48,0.5,143,143,,,,,37,209,17.73,37,209,82.27,6,6,19.4,19.4,1408,10.2,1408,0.898,2,NO,,,,
1996,1.0,Detroit Red Wings,82,62,13,7.0,131,0.799,325,181,1.64,-0.11,3.96,2.21,97,455,21.32,44,375,88.27,17,9,18.7,22.7,2648,12.3,1982,0.909,9,YES,,,,
1996,2.0,Colorado Avalanche,82,47,25,10.0,104,0.634,326,240,0.93,-0.12,3.98,2.93,86,404,21.29,71,439,83.83,21,22,18.5,17.8,2644,12.3,2370,0.899,2,YES,,,,
1996,3.0,Philadelphia Flyers,82,45,24,13.0,103,0.628,282,208,0.88,-0.03,3.44,2.54,82,417,19.66,62,437,85.81,12,7,21.5,21.2,2529,11.2,2123,0.902,5,YES,,,,
1996,4.0,Pittsburgh Penguins,82,49,29,4.0,102,0.622,362,284,0.9,-0.05,4.41,3.46,109,420,25.95,78,467,83.3,18,12,19.6,19.3,2645,13.7,2840,0.9,5,YES,,,,
1996,5.0,New York Rangers,82,41,27,14.0,96,0.585,272,237,0.43,0.0,3.32,2.89,85,429,19.81,89,495,82.02,6,11,22.4,20.4,2671,10.2,2473,0.904,5,YES,,,,
1996,6.0,Chicago Blackhawks,82,40,28,14.0,94,0.573,273,220,0.61,-0.04,3.33,2.68,63,356,17.7,65,447,85.46,13,7,22.7,19.7,2240,12.2,2334,0.906,5,YES,,,,
1996,7.0,Florida Panthers,82,41,31,10.0,92,0.561,254,234,0.27,0.02,3.1,2.85,81,468,17.31,63,370,82.97,11,12,18.0,21.4,2364,10.7,2287,0.898,2,YES,,,,
1996,8.0,Boston Bruins,82,40,31,11.0,91,0.555,282,269,0.17,0.01,3.44,3.28,68,363,18.73,67,341,80.35,13,7,12.5,13.7,2838,9.9,2204,0.878,2,YES,,,,
1996,9.0,Montreal Canadiens,82,40,32,10.0,90,0.549,265,248,0.2,-0.01,3.23,3.02,77,405,19.01,68,382,82.2,15,11,22.1,21.3,2363,11.2,2656,0.907,4,YES,,,,
1996,10.0,Washington Capitals,82,39,32,11.0,89,0.543,234,204,0.38,0.02,2.85,2.49,63,403,15.63,67,385,82.6,12,7,18.8,20.7,2470,9.5,2041,0.9,9,YES,,,,
1996,11.0,Tampa Bay Lightning,82,38,32,12.0,88,0.537,238,248,-0.07,0.05,2.9,3.02,83,400,20.75,68,439,84.51,6,13,19.7,17.9,2546,9.3,2428,0.898,5,YES,,,,
1996,12.0,New Jersey Devils,82,37,33,12.0,86,0.524,215,202,0.2,0.04,2.62,2.46,55,368,14.95,49,319,84.64,11,9,18.1,18.3,2636,8.2,2173,0.907,6,NO,,,,
1996,13.0,St. Louis Blues,82,32,34,16.0,80,0.488,219,248,-0.35,0.0,2.67,3.02,74,448,16.52,82,482,82.99,11,8,21.9,21.6,2548,8.6,2444,0.899,3,YES,,,,
1996,14.0,Toronto Maple Leafs,82,34,36,12.0,80,0.488,247,252,-0.07,0.0,3.01,3.07,83,438,18.95,70,403,82.63,11,9,21.0,22.0,2675,9.2,2611,0.903,2,YES,,,,
1996,15.0,Calgary Flames,82,34,37,11.0,79,0.482,241,240,-0.04,-0.05,2.94,2.93,71,386,18.39,80,402,80.1,11,9,18.3,17.9,2466,9.8,2221,0.892,6,YES,,,,
1996,16.0,Vancouver Canucks,82,32,35,15.0,79,0.482,278,278,-0.05,-0.05,3.39,3.39,69,411,16.79,78,418,81.34,18,13,18.6,18.9,2472,11.2,2473,0.888,3,YES,,,,
1996,17.0,Mighty Ducks of Anaheim,82,35,39,8.0,78,0.476,234,247,-0.19,-0.03,2.85,3.01,60,426,14.08,81,423,80.85,10,5,20.5,21.5,2354,9.9,2639,0.906,4,NO,,,,
1996,18.0,Winnipeg Jets,82,36,40,6.0,78,0.476,275,291,-0.18,0.02,3.35,3.55,82,417,19.66,88,430,79.53,10,12,19.6,17.8,2410,11.4,2763,0.895,2,YES,,,,
1996,19.0,Hartford Whalers,82,34,39,9.0,77,0.47,237,259,-0.22,0.05,2.89,3.16,67,372,18.01,83,429,80.65,8,9,22.3,20.0,2493,9.5,2760,0.906,6,NO,,,,
1996,20.0,Buffalo Sabres,82,33,42,7.0,73,0.445,247,262,-0.16,0.03,3.01,3.2,76,477,15.93,74,461,83.95,10,12,26.6,27.3,2333,10.6,2911,0.91,2,NO,,,,
1996,21.0,Edmonton Oilers,82,30,44,8.0,68,0.415,240,304,-0.78,0.0,2.93,3.71,72,452,15.93,80,417,80.82,10,12,20.7,20.7,2458,9.8,2493,0.878,1,NO,,,,
1996,22.0,Los Angeles Kings,82,24,40,18.0,66,0.402,256,302,-0.59,-0.03,3.12,3.68,72,401,17.96,72,381,81.1,12,18,17.6,17.3,2573,9.9,2905,0.896,1,NO,,,,
1996,23.0,Dallas Stars,82,26,42,14.0,66,0.402,227,280,-0.6,0.05,2.77,3.41,67,443,15.12,82,418,80.38,8,20,20.0,20.8,2471,9.2,2525,0.889,2,NO,,,,
1996,24.0,New York Islanders,82,22,50,10.0,54,0.329,229,315,-0.94,0.11,2.79,3.84,70,372,18.82,90,414,78.26,8,15,20.2,18.1,2310,9.9,2627,0.88,3,NO,,,,
1996,25.0,San Jose Sharks,82,20,55,7.0,47,0.287,252,357,-1.25,0.03,3.07,4.35,62,385,16.1,93,397,76.57,15,20,17.8,16.8,2143,11.8,2716,0.869,0,NO,,,,
1996,26.0,Ottawa Senators,82,18,59,5.0,41,0.25,191,291,-1.12,0.1,2.33,3.55,53,430,12.33,83,375,77.87,6,14,18.7,21.3,2204,8.7,2504,0.884,3,NO,,,,
1996,,League Average,82,36,36,11.0,82,0.5,258,258,,,,,74,413,17.93,74,413,82.07,12,12,19.9,19.9,2481,10.4,2481,0.896,4,NO,,,,
1997,1.0,Colorado Avalanche,82,49,24,9.0,107,0.652,277,205,0.81,-0.07,3.38,2.5,83,403,20.6,42,339,87.61,14,12,16.3,19.0,2619,10.6,2477,0.917,8,YES,,,,
1997,2.0,New Jersey Devils,82,45,23,14.0,104,0.634,231,182,0.57,-0.03,2.82,2.22,40,288,13.89,28,235,88.09,4,9,13.8,15.7,2593,8.9,2160,0.916,13,YES,,,,
1997,3.0,Dallas Stars,82,48,26,8.0,104,0.634,252,198,0.64,-0.02,3.07,2.41,46,314,14.65,51,308,83.44,11,9,16.0,18.0,2439,10.3,2078,0.905,6,YES,,,,
1997,4.0,Philadelphia Flyers,82,45,24,13.0,103,0.628,274,217,0.67,-0.03,3.34,2.65,53,362,14.64,49,342,85.67,11,8,20.6,21.4,2644,10.4,2107,0.897,7,YES,,,,
1997,5.0,Detroit Red Wings,82,38,26,18.0,94,0.573,253,197,0.66,-0.03,3.09,2.4,66,368,17.93,46,346,86.71,10,8,19.1,19.8,2726,9.3,2075,0.905,7,YES,,,,
1997,6.0,Buffalo Sabres,82,40,30,12.0,92,0.561,237,208,0.31,-0.04,2.89,2.54,43,326,13.19,59,364,83.79,16,4,22.3,22.1,2090,11.3,2728,0.924,5,YES,,,,
1997,7.0,Florida Panthers,82,35,28,19.0,89,0.543,221,201,0.25,0.0,2.7,2.45,50,352,14.2,50,346,85.55,5,17,19.6,21.6,2387,9.3,2360,0.915,2,YES,,,,
1997,8.0,New York Rangers,82,38,34,10.0,86,0.524,258,231,0.33,0.01,3.15,2.82,63,287,21.95,69,344,79.94,15,5,17.9,17.2,2528,10.2,2588,0.911,5,YES,,,,
1997,9.0,Mighty Ducks of Anaheim,82,36,33,13.0,85,0.518,245,233,0.12,-0.03,2.99,2.84,56,333,16.82,62,336,81.55,9,11,20.6,19.0,2331,10.5,2688,0.913,6,YES,,,,
1997,10.0,Pittsburgh Penguins,82,38,36,8.0,84,0.512,285,280,0.04,-0.02,3.48,3.41,74,339,21.83,64,338,81.07,11,12,18.1,17.0,2414,11.8,2812,0.9,5,YES,,,,
1997,11.0,St. Louis Blues,82,36,35,11.0,83,0.506,236,239,-0.03,0.01,2.88,2.91,50,327,15.29,55,332,83.43,9,8,16.0,15.2,2415,9.8,2245,0.894,3,YES,,,,
1997,12.0,Phoenix Coyotes,82,38,37,7.0,83,0.506,240,243,-0.02,0.02,2.93,2.96,65,359,18.11,47,334,85.93,9,14,19.1,18.7,2467,9.7,2520,0.904,8,YES,,,,
1997,13.0,Edmonton Oilers,82,36,37,9.0,81,0.494,252,247,0.03,-0.03,3.07,3.01,73,406,17.98,59,338,82.54,9,13,16.5,20.5,2521,10.0,2556,0.903,7,YES,,,,
1997,14.0,Chicago Blackhawks,82,34,35,13.0,81,0.494,223,210,0.18,0.02,2.72,2.56,45,304,14.8,59,374,84.22,5,9,21.3,17.5,2491,9.0,2415,0.913,3,YES,,,,
1997,15.0,Ottawa Senators,82,31,36,15.0,77,0.47,226,234,-0.11,-0.02,2.76,2.85,56,336,16.67,48,265,81.89,9,12,13.1,16.6,2397,9.4,2117,0.889,4,YES,,,,
1997,16.0,Vancouver Canucks,82,35,40,7.0,77,0.47,257,273,-0.2,-0.01,3.13,3.33,51,303,16.83,66,344,80.81,12,8,19.3,17.7,2301,11.2,2476,0.89,3,NO,,,,
1997,17.0,Montreal Canadiens,82,31,36,15.0,77,0.47,249,276,-0.34,-0.01,3.04,3.37,53,337,15.73,71,347,79.54,10,11,17.7,17.4,2474,10.1,2780,0.901,1,YES,,,,
1997,18.0,Hartford Whalers,82,32,39,11.0,75,0.457,226,256,-0.37,0.0,2.76,3.12,58,321,18.07,51,332,84.64,12,11,18.2,17.9,2435,9.3,2583,0.901,4,NO,,,,
1997,19.0,Washington Capitals,82,33,40,9.0,75,0.457,214,231,-0.17,0.04,2.61,2.82,51,322,15.84,54,354,84.75,8,10,19.8,18.6,2370,9.0,2163,0.893,3,NO,,,,
1997,20.0,Tampa Bay Lightning,82,32,40,10.0,74,0.451,217,247,-0.33,0.04,2.65,3.01,47,340,13.82,55,361,84.76,13,9,20.4,18.1,2574,8.4,2365,0.896,6,NO,,,,
1997,21.0,Calgary Flames,82,32,41,9.0,73,0.445,214,239,-0.29,0.02,2.61,2.91,61,361,16.9,58,345,83.19,11,19,17.4,17.6,2571,8.3,2337,0.898,6,NO,,,,
1997,22.0,New York Islanders,82,29,41,12.0,70,0.427,240,250,-0.1,0.02,2.93,3.05,48,346,13.87,53,319,83.39,14,9,19.8,21.1,2188,11.0,2481,0.899,5,NO,,,,
1997,23.0,Toronto Maple Leafs,82,30,44,8.0,68,0.415,230,273,-0.48,0.05,2.8,3.33,48,309,15.53,59,328,82.01,11,8,16.1,15.3,2401,9.6,2823,0.903,2,NO,,,,
1997,24.0,Los Angeles Kings,82,28,43,11.0,67,0.409,214,268,-0.62,0.04,2.61,3.27,46,338,13.61,45,352,87.22,5,14,19.9,20.2,2379,9.0,2779,0.904,4,NO,,,,
1997,25.0,San Jose Sharks,82,27,47,8.0,62,0.378,211,278,-0.78,0.03,2.57,3.39,50,349,14.33,66,409,83.86,9,11,25.4,21.0,2360,8.9,2398,0.884,1,NO,,,,
1997,26.0,Boston Bruins,82,26,47,9.0,61,0.372,234,300,-0.78,0.02,2.85,3.66,46,310,14.84,56,308,81.82,15,6,16.6,17.1,2427,9.6,2431,0.877,3,NO,,,,
1997,,League Average,82,35,35,11.0,82,0.5,239,239,,,,,55,336,16.27,55,336,83.73,10,10,18.5,18.5,2444,9.8,2444,0.902,5,NO,,,,
1998,1.0,Dallas Stars,82,49,22,11.0,109,0.665,242,167,0.88,-0.03,2.95,2.04,77,385,20.0,42,351,88.03,11,9,15.7,18.2,2200,11.0,1870,0.911,10,YES,,,,
1998,2.0,New Jersey Devils,82,48,23,11.0,107,0.652,225,166,0.66,-0.06,2.74,2.02,63,333,18.92,41,309,86.73,4,9,18.0,18.6,2401,9.4,1943,0.915,11,YES,,,,
1998,3.0,Detroit Red Wings,82,44,23,15.0,103,0.628,250,196,0.64,-0.02,3.05,2.39,67,381,17.59,51,376,86.44,8,7,16.3,16.6,2531,9.9,2118,0.907,9,YES,,,,
1998,4.0,St. Louis Blues,82,45,29,8.0,98,0.598,256,204,0.63,0.0,3.12,2.49,62,368,16.85,49,367,86.65,12,4,17.1,17.0,2203,11.6,1979,0.897,5,YES,,,,
1998,5.0,Pittsburgh Penguins,82,40,24,18.0,98,0.598,228,188,0.48,-0.01,2.78,2.29,67,407,16.46,46,338,86.39,11,16,14.9,18.4,2176,10.5,2202,0.915,7,YES,,,,
1998,6.0,Philadelphia Flyers,82,42,29,11.0,95,0.579,242,193,0.53,-0.07,2.95,2.35,71,399,17.79,51,382,86.65,7,9,21.3,21.6,2352,10.3,2084,0.907,6,YES,,,,
1998,7.0,Colorado Avalanche,82,39,26,17.0,95,0.579,231,205,0.27,-0.05,2.82,2.5,74,426,17.37,53,409,87.04,8,12,20.8,20.5,2289,10.1,2420,0.915,5,YES,,,,
1998,8.0,Washington Capitals,82,40,30,12.0,92,0.561,219,202,0.17,-0.04,2.67,2.46,55,350,15.71,39,362,89.23,14,4,14.6,14.3,2225,9.8,2292,0.912,5,YES,,,,
1998,9.0,Boston Bruins,82,39,30,13.0,91,0.555,221,194,0.33,0.0,2.7,2.37,62,359,17.27,44,285,84.56,5,3,13.5,15.6,2230,9.9,2161,0.91,9,YES,,,,
1998,10.0,Buffalo Sabres,82,36,29,17.0,89,0.543,211,187,0.29,0.0,2.57,2.28,51,396,12.88,65,413,84.26,15,12,21.4,20.1,2172,9.7,2560,0.927,13,YES,,,,
1998,11.0,Los Angeles Kings,82,38,33,11.0,87,0.53,227,225,-0.01,-0.03,2.77,2.74,52,366,14.21,63,399,84.21,10,12,21.3,21.3,2200,10.3,2481,0.909,4,YES,,,,
1998,12.0,Montreal Canadiens,82,37,32,13.0,87,0.53,235,208,0.33,0.0,2.87,2.54,68,372,18.28,62,401,84.54,13,8,18.7,17.1,2277,10.3,2135,0.903,5,YES,,,,
1998,13.0,Ottawa Senators,82,34,33,15.0,83,0.506,193,200,-0.06,0.02,2.35,2.44,48,375,12.8,47,303,84.49,6,9,13.1,15.3,2401,8.0,2039,0.902,8,YES,,,,
1998,14.0,Phoenix Coyotes,82,35,35,12.0,82,0.5,224,227,0.0,0.04,2.73,2.77,57,384,14.84,66,408,83.82,10,6,19.3,19.1,2268,9.9,2222,0.898,5,YES,,,,
1998,15.0,Edmonton Oilers,82,35,37,10.0,80,0.488,215,224,-0.13,-0.02,2.62,2.73,77,483,15.94,66,406,83.74,10,11,20.5,23.7,2351,9.1,2313,0.903,8,YES,,,,
1998,16.0,San Jose Sharks,82,34,38,10.0,78,0.476,210,216,-0.1,-0.03,2.56,2.63,54,400,13.5,59,398,85.18,10,5,17.0,18.4,2169,9.7,2020,0.893,7,YES,,,,
1998,17.0,Carolina Hurricanes,82,33,41,8.0,74,0.451,200,219,-0.2,0.04,2.44,2.67,50,378,13.23,58,391,85.17,8,10,17.6,18.0,2177,9.2,2266,0.903,4,NO,,,,
1998,18.0,Chicago Blackhawks,82,30,39,13.0,73,0.445,192,199,-0.06,0.03,2.34,2.43,47,363,12.95,58,382,84.82,13,5,18.7,18.6,2278,8.4,2191,0.909,10,NO,,,,
1998,19.0,New York Islanders,82,30,41,11.0,71,0.433,212,225,-0.15,0.0,2.59,2.74,61,365,16.71,54,384,85.94,11,16,20.0,20.0,2119,10.0,2358,0.905,8,NO,,,,
1998,20.0,Toronto Maple Leafs,82,30,43,9.0,69,0.421,194,237,-0.46,0.07,2.37,2.89,41,359,11.42,50,372,86.56,5,13,18.0,17.2,2272,8.5,2352,0.899,6,NO,,,,
1998,21.0,New York Rangers,82,25,39,18.0,68,0.415,197,231,-0.41,0.0,2.4,2.82,62,351,17.66,55,377,85.41,0,13,18.8,18.0,2075,9.5,2299,0.9,0,NO,,,,
1998,22.0,Calgary Flames,82,26,41,15.0,67,0.409,217,252,-0.42,0.01,2.65,3.07,43,356,12.08,69,430,83.95,18,13,22.5,19.5,2270,9.6,2276,0.889,0,NO,,,,
1998,23.0,Mighty Ducks of Anaheim,82,26,43,13.0,65,0.396,205,261,-0.66,0.02,2.5,3.18,46,392,11.73,72,396,81.82,9,10,22.4,19.8,2184,9.4,2492,0.895,4,NO,,,,
1998,24.0,Vancouver Canucks,82,25,43,14.0,64,0.39,224,273,-0.58,0.02,2.73,3.33,48,374,12.83,77,432,82.18,19,12,26.2,23.1,2092,10.7,2479,0.89,3,NO,,,,
1998,25.0,Florida Panthers,82,24,43,15.0,63,0.384,203,256,-0.62,0.03,2.48,3.12,55,409,13.45,82,403,79.65,12,16,20.3,20.5,2278,8.9,2361,0.892,5,NO,,,,
1998,26.0,Tampa Bay Lightning,82,17,55,10.0,44,0.268,151,269,-1.37,0.07,1.84,3.28,33,353,9.35,72,410,82.44,11,16,22.1,19.5,2100,7.2,2377,0.887,3,NO,,,,
1998,,League Average,82,35,35,13.0,82,0.5,216,216,,,,,57,380,15.08,57,380,84.92,10,10,18.9,18.9,2242,9.6,2242,0.904,6,NO,,,,
1999,1.0,Dallas Stars,82,51,19,12.0,114,0.695,236,168,0.76,-0.07,2.88,2.05,74,393,18.83,43,319,86.52,6,4,13.4,16.1,2266,10.4,1965,0.915,6,YES,29.7,,,
1999,2.0,New Jersey Devils,82,47,24,11.0,105,0.64,248,196,0.62,-0.02,3.02,2.39,60,304,19.74,47,325,85.54,7,5,16.4,14.8,2565,9.7,2025,0.903,5,YES,27.2,,,
1999,3.0,Ottawa Senators,82,44,23,15.0,103,0.628,239,179,0.73,0.0,2.91,2.18,59,397,14.86,44,317,86.12,6,13,10.7,14.4,2503,9.5,2068,0.913,6,YES,26.8,,,
1999,4.0,Colorado Avalanche,82,44,28,10.0,98,0.598,239,205,0.34,-0.08,2.91,2.5,71,375,18.93,63,386,83.68,7,12,19.6,19.0,2299,10.4,2280,0.91,5,YES,28.2,,,
1999,5.0,Toronto Maple Leafs,82,45,30,7.0,97,0.591,268,231,0.46,0.01,3.27,2.82,53,367,14.44,64,325,80.31,7,6,13.2,16.3,2318,11.6,2359,0.902,3,YES,27.7,,,
1999,6.0,Philadelphia Flyers,82,37,26,19.0,93,0.567,231,196,0.43,0.0,2.82,2.39,65,386,16.84,53,333,84.08,4,7,13.0,14.9,2451,9.4,1877,0.896,7,YES,28.5,,,
1999,7.0,Detroit Red Wings,82,43,32,7.0,93,0.567,245,202,0.46,-0.06,2.99,2.46,67,415,16.14,45,355,87.32,14,7,14.5,15.5,2622,9.3,2215,0.909,3,YES,29.1,,,
1999,8.0,Buffalo Sabres,82,37,28,17.0,91,0.555,207,175,0.41,0.02,2.52,2.13,49,363,13.5,55,399,86.22,6,7,18.9,17.1,2150,9.6,2461,0.929,10,YES,26.9,,,
1999,9.0,Boston Bruins,82,39,30,13.0,91,0.555,214,181,0.4,0.0,2.61,2.21,65,368,17.66,33,305,89.18,3,9,14.3,15.9,2262,9.5,2226,0.919,11,YES,27.0,,,
1999,10.0,Pittsburgh Penguins,82,38,30,14.0,90,0.549,242,225,0.21,0.0,2.95,2.74,65,363,17.91,56,302,81.46,10,14,11.8,13.2,2089,11.6,2129,0.894,9,YES,27.6,,,
1999,11.0,Phoenix Coyotes,82,39,31,12.0,90,0.549,205,197,0.08,-0.02,2.5,2.4,41,342,11.99,45,348,87.07,8,5,17.1,16.1,2398,8.5,2249,0.912,9,YES,28.2,,,
1999,12.0,St. Louis Blues,82,37,32,13.0,87,0.53,237,209,0.29,-0.05,2.89,2.55,61,301,20.27,47,387,87.86,7,4,15.9,12.6,2469,9.6,1868,0.888,6,YES,28.5,,,
1999,13.0,Carolina Hurricanes,82,34,30,18.0,86,0.524,210,202,0.1,0.0,2.56,2.46,42,382,10.99,51,346,85.26,5,6,14.0,15.7,2142,9.8,2399,0.916,8,YES,29.0,,,
1999,14.0,Mighty Ducks of Anaheim,82,35,34,13.0,83,0.506,215,206,0.1,-0.01,2.62,2.51,83,378,21.96,60,387,84.5,6,7,16.0,16.5,2331,9.2,2596,0.921,7,YES,27.4,,,
1999,15.0,San Jose Sharks,82,31,33,18.0,80,0.488,196,191,0.04,-0.02,2.39,2.33,53,399,13.28,61,407,85.01,8,4,17.2,17.8,2143,9.1,2216,0.914,8,YES,28.2,,,
1999,16.0,Florida Panthers,82,30,34,18.0,78,0.476,210,228,-0.21,0.01,2.56,2.78,51,380,13.42,67,370,81.89,10,11,18.4,19.1,2307,9.1,2355,0.903,5,NO,27.3,,,
1999,17.0,Edmonton Oilers,82,33,37,12.0,78,0.476,230,226,0.02,-0.03,2.8,2.76,63,438,14.38,67,374,82.09,8,10,16.6,19.2,2396,9.6,2223,0.898,3,YES,26.6,,,
1999,18.0,New York Rangers,82,33,38,11.0,77,0.47,217,227,-0.08,0.04,2.65,2.77,71,348,20.4,48,336,85.71,7,9,13.1,13.5,2085,10.4,2476,0.908,4,NO,29.2,,,
1999,19.0,Montreal Canadiens,82,32,39,11.0,75,0.457,184,209,-0.26,0.05,2.24,2.55,50,344,14.53,44,344,87.21,8,10,15.7,15.5,2269,8.1,2207,0.905,7,NO,27.9,,,
1999,20.0,Calgary Flames,82,30,40,12.0,72,0.439,211,234,-0.3,-0.02,2.57,2.85,51,357,14.29,78,386,79.79,12,6,16.8,16.3,2344,9.0,2415,0.903,2,NO,26.7,,,
1999,21.0,Chicago Blackhawks,82,29,41,12.0,70,0.427,202,248,-0.55,0.01,2.46,3.02,50,335,14.93,80,405,80.25,8,10,22.0,18.6,2145,9.4,2404,0.897,4,NO,27.5,,,
1999,22.0,Los Angeles Kings,82,32,45,5.0,69,0.421,189,222,-0.38,0.03,2.3,2.71,43,327,13.15,47,330,85.76,12,11,16.7,17.4,2317,8.2,2456,0.91,8,NO,27.8,,,
1999,23.0,Washington Capitals,82,31,45,6.0,68,0.415,200,218,-0.21,0.01,2.44,2.66,52,301,17.28,55,353,84.42,8,7,16.8,13.5,2377,8.4,2143,0.898,6,NO,29.2,,,
1999,24.0,Nashville Predators,82,28,47,7.0,63,0.384,190,261,-0.85,0.02,2.32,3.18,40,324,12.35,75,357,78.99,7,10,17.1,16.1,2218,8.6,2709,0.904,2,NO,26.5,,,
1999,25.0,New York Islanders,82,24,48,10.0,58,0.354,194,244,-0.55,0.06,2.37,2.98,54,341,15.84,60,363,83.47,8,7,13.3,12.4,2157,9.0,2331,0.895,5,NO,26.8,,,
1999,26.0,Vancouver Canucks,82,23,47,12.0,58,0.354,192,258,-0.77,0.04,2.34,3.15,57,358,15.92,77,450,82.89,17,9,21.3,19.0,1945,9.9,2412,0.893,7,NO,26.4,,,
1999,27.0,Tampa Bay Lightning,82,19,54,9.0,47,0.287,179,292,-1.28,0.09,2.18,3.56,43,310,13.87,68,387,82.43,11,10,15.9,13.2,2130,8.4,2633,0.889,4,NO,27.1,,,
1999,,League Average,82,35,35,12.0,82,0.5,216,216,,,,,57,359,15.81,57,359,84.19,8,8,15.9,15.9,2285,9.4,2285,0.906,6,NO,27.7,,,
2000,1.0,St. Louis Blues,82,51,19,11.0,114,0.695,248,165,1.08,0.07,3.02,2.01,61,342,17.84,42,345,87.83,13,3,13.6,13.9,2445,10.1,1814,0.909,9,YES,28.7,1.0,,
2000,2.0,Detroit Red Wings,82,48,22,10.0,108,0.659,278,210,0.88,0.05,3.39,2.56,69,338,20.41,44,311,85.85,15,6,12.1,12.7,2620,10.6,2169,0.903,6,YES,30.7,2.0,,
2000,3.0,Philadelphia Flyers,82,45,22,12.0,105,0.64,237,179,0.58,-0.13,2.89,2.18,69,340,20.29,42,316,86.71,7,7,14.9,16.0,2495,9.5,1938,0.908,7,YES,29.0,3.0,,
2000,4.0,New Jersey Devils,82,45,24,8.0,103,0.628,251,203,0.46,-0.13,3.06,2.48,55,274,20.07,39,313,87.54,9,9,15.8,13.8,2717,9.2,2100,0.903,6,YES,27.8,5.0,,
2000,5.0,Washington Capitals,82,44,24,12.0,102,0.622,227,194,0.28,-0.13,2.77,2.37,43,287,14.98,47,341,86.22,9,3,12.0,10.8,2269,10.0,2270,0.915,7,YES,29.0,2.0,,
2000,6.0,Dallas Stars,82,43,23,10.0,102,0.622,211,184,0.41,0.08,2.57,2.24,54,343,15.74,33,307,89.25,9,9,12.4,13.5,2099,10.1,2183,0.916,5,YES,28.8,6.0,,
2000,7.0,Toronto Maple Leafs,82,45,27,7.0,100,0.61,246,222,0.25,-0.05,3.0,2.71,57,321,17.76,58,330,82.42,11,5,13.3,13.6,2160,11.4,2386,0.907,6,YES,28.2,3.0,,
2000,8.0,Florida Panthers,82,43,27,6.0,98,0.598,244,209,0.28,-0.15,2.98,2.55,58,338,17.16,47,323,85.45,2,8,16.1,16.7,2198,11.1,2431,0.914,2,YES,27.6,6.0,,
2000,9.0,Colorado Avalanche,82,42,28,11.0,96,0.585,233,201,0.46,0.07,2.84,2.45,59,302,19.54,52,335,84.48,3,7,13.4,12.7,2187,10.7,2282,0.912,5,YES,27.4,1.0,,
2000,10.0,Ottawa Senators,82,41,28,11.0,95,0.579,244,210,0.3,-0.12,2.98,2.56,52,310,16.77,34,273,87.55,6,8,10.2,11.9,2584,9.4,2064,0.898,7,YES,27.4,2.0,,
